,S1_TC_BC_Ambient.temperature,S1_TC_Drip_Tray.temperature,S1_TC_HS_AL_Plate.temperature,S1_TC_HS_E2_9.temperature,S1_TC_LOx_Tank.temperature,missionTime
201,61.24315161812053,-42.40121940546731,-43.43201935275297,-31.23875842048799,-14.690182679345162,-39.96750259
202,61.24363802127087,-42.39851117087992,-43.4320184749129,-31.238696611748907,-14.690729645693494,-39.86750031
203,61.244124520694335,-42.39580240025526,-43.43201759689909,-31.238634790776104,-14.691276720302149,-39.76750183
204,61.24440539,-42.39423856,-43.43201709,-31.2385991,-14.69159256,-39.66750336
205,61.24440539,-42.39423856,-43.43201709,-31.2385991,-14.69159256,-39.56750107
206,61.24440539,-42.39423856,-43.43201709,-31.2385991,-14.69159256,-39.46750259
207,61.24440539,-42.39423856,-43.43201709,-31.2385991,-14.69159256,-39.36750031
208,61.24440539,-42.39423856,-43.43201709,-31.2385991,-14.69159256,-39.26750183
209,61.244685690803706,-42.3943039987767,-43.43204861971549,-31.23907201527123,-14.691272768149377,-39.16750336
210,61.24534797427306,-42.39445861488728,-43.432123116859565,-31.240189400460267,-14.69051717682214,-39.06750107
211,61.24601050258386,-42.39461328815833,-43.432197641544704,-31.241307198738586,-14.689761306158214,-38.96750259
212,61.24667318885688,-42.3947679983071,-43.432272183998265,-31.24242526352612,-14.689005255277069,-38.86750031
213,61.24733560501449,-42.39492264539497,-43.43234669606782,-31.243542872582893,-14.688249512567369,-38.76750183
214,61.24771809,-42.39501194,-43.43238972,-31.24418819,-14.68781314,-38.66750336
215,61.24771809,-42.39501194,-43.43238972,-31.24418819,-14.68781314,-38.56750107
216,61.24771809,-42.39501194,-43.43238972,-31.24418819,-14.68781314,-38.46750259
217,61.24771809,-42.39501194,-43.43238972,-31.24418819,-14.68781314,-38.36750031
218,61.24771809,-42.39501194,-43.43238972,-31.24418819,-14.68781314,-38.26750183
219,61.24777375526401,-42.39483175803839,-43.432268913418326,-31.24150062141636,-14.68794016645704,-38.16750336
220,,,,,,
221,61.24790545519159,-42.394405460746576,-43.43198309391596,-31.23514203147476,-14.688240701727835,-38.06750107
222,61.24803715794519,-42.39397915430724,-43.43169726828046,-31.228783305089888,-14.688541243447547,-37.96750259
223,61.248168910311335,-42.39355268727791,-43.4314113349742,-31.222422183367595,-14.68884189838157,-37.86750031
224,61.2483005904567,-42.39312645401881,-43.43112555840385,-31.21606454852889,-14.68914238850995,-37.76750183
225,61.2483766,-42.39288042,-43.4309606,-31.21239474,-14.68931584,-37.66750336
226,61.2483766,-42.39288042,-43.4309606,-31.21239474,-14.68931584,-37.56750107
227,61.2483766,-42.39288042,-43.4309606,-31.21239474,-14.68931584,-37.46750259
228,61.2483766,-42.39288042,-43.4309606,-31.21239474,-14.68931584,-37.36750031
229,61.2483766,-42.39288042,-43.4309606,-31.21239474,-14.68931584,-37.26750183
230,61.24888101927155,-42.39223619892678,-43.43093280533069,-31.212020648554045,-14.68944113453806,-37.16750336
231,61.25007436626671,-42.39071211107905,-43.43086704914933,-31.21113562903136,-14.689737554339866,-37.06750107
232,61.251267784392994,-42.38918793238592,-43.43080128904849,-31.21025055675584,-14.690033991810193,-36.96750259
233,61.25246114276913,-42.387663830002914,-43.430735532240014,-31.209365528792706,-14.69033041443896,-36.86750031
234,61.25365453813345,-42.38613968038031,-43.43066977339341,-31.20848047339809,-14.69062684625536,-36.76750183
235,61.2543435,-42.38525977,-43.43063181,-31.20796952,-14.69079798,-36.66750336
236,61.2543435,-42.38525977,-43.43063181,-31.20796952,-14.69079798,-36.56750107
237,61.2543435,-42.38525977,-43.43063181,-31.20796952,-14.69079798,-36.46750259
238,61.2543435,-42.38525977,-43.43063181,-31.20796952,-14.69079798,-36.36750031
239,61.2543435,-42.38525977,-43.43063181,-31.20796952,-14.69079798,-36.26750183
240,61.25354943386908,-42.384606024523606,-43.43055917884579,-31.20876751003741,-14.690841000114885,-36.16750336
241,61.25167068199471,-42.38305926979965,-43.43038733432076,-31.2106555458321,-14.690942785241246,-36.06750107
242,61.24979181813682,-42.38151242288096,-43.430215479552885,-31.212543694163674,-14.69104457643454,-35.96750259
243,61.24791304386574,-42.37996564971805,-43.43004363297929,-31.21443175246574,-14.691146362774289,-35.86750031
244,61.24603433230544,-42.3784189281842,-43.42987179214168,-31.21631974774715,-14.691248145716552,-35.76750183
245,61.24494966,-42.37752593,-43.42977258,-31.21740978,-14.69130691,-35.66750336
246,61.24494966,-42.37752593,-43.42977258,-31.21740978,-14.69130691,-35.56750107
247,61.24494966,-42.37752593,-43.42977258,-31.21740978,-14.69130691,-35.46750259
248,61.24494966,-42.37752593,-43.42977258,-31.21740978,-14.69130691,-35.36750031
249,61.24494966,-42.37752593,-43.42977258,-31.21740978,-14.69130691,-35.26750183
250,61.2454972481481,-42.37736567273108,-43.429741450494895,-31.217418045921708,-14.691439454705472,-35.16750336
251,61.24679269557796,-42.37698654679883,-43.429667806393,-31.21743760088663,-14.691753020107946,-35.06750107
252,61.24808824802515,-42.37660739013219,-43.42959415632104,-31.217457157436804,-14.692066610930056,-34.96750259
253,61.249383775762375,-42.37622824069717,-43.42952050765379,-31.21747671361398,-14.692380195771072,-34.86750031
254,61.25067932820957,-42.37584908403053,-43.42944685758183,-31.21749627016416,-14.692693786593182,-34.76750183
255,61.25142724,-42.3756302,-43.42940434,-31.21750756,-14.69287482,-34.66750336
256,61.25142724,-42.3756302,-43.42940434,-31.21750756,-14.69287482,-34.56750107
257,61.25142724,-42.3756302,-43.42940434,-31.21750756,-14.69287482,-34.46750259
258,61.25142724,-42.3756302,-43.42940434,-31.21750756,-14.69287482,-34.36750031
259,61.25142724,-42.3756302,-43.42940434,-31.21750756,-14.69287482,-34.26750183
260,61.25183906926744,-42.37466665766331,-43.42939655759403,-31.21838186165828,-14.692914667000592,-34.16750336
261,61.25281335902897,-42.37238714644917,-43.42937814627884,-31.220450250725055,-14.6930089354943,-34.06750107
262,61.25378770686497,-42.37010749936026,-43.4293597338662,-31.22251876308225,-14.693103209607068,-33.96750259
263,61.25476205237799,-42.36782785770633,-43.42934132149746,-31.224587270507836,-14.693197483495071,-33.86750031
264,61.25573637233825,-42.365548275837305,-43.42932290961159,-31.22665572368563,-14.693291754910687,-33.76750183
265,61.25629887,-42.36423222,-43.42931228,-31.22784989,-14.69334618,-33.66750336
266,61.25629887,-42.36423222,-43.42931228,-31.22784989,-14.69334618,-33.56750107
267,61.25629887,-42.36423222,-43.42931228,-31.22784989,-14.69334618,-33.46750259
268,61.25629887,-42.36423222,-43.42931228,-31.22784989,-14.69334618,-33.36750031
269,61.25629887,-42.36423222,-43.42931228,-31.22784989,-14.69334618,-33.26750183
270,61.256277285086654,-42.36388500332894,-43.42932487979374,-31.225319307017102,-14.693367272080089,-33.16750336
271,61.2562262182068,-42.36306353734775,-43.42935468913988,-31.219332302341744,-14.693417172985516,-33.06750107
272,61.25617514828306,-42.3622420224024,-43.42938450026282,-31.21334494080595,-14.693467076865328,-32.96750259
273,61.25612406813188,-42.36142034293744,-43.42941431735586,-31.207356380219096,-14.693516990739074,-32.86750031
274,61.25607301294055,-42.36059906497866,-43.42944411987904,-31.201370745887804,-14.69356688022286,-32.76750183
275,61.25604353,-42.3601248,-43.42946133,-31.19791421,-14.69359569,-32.66750336
276,61.25604353,-42.3601248,-43.42946133,-31.19791421,-14.69359569,-32.56750107
277,61.25604353,-42.3601248,-43.42946133,-31.19791421,-14.69359569,-32.46750259
278,61.25604353,-42.3601248,-43.42946133,-31.19791421,-14.69359569,-32.36750031
279,61.25604353,-42.3601248,-43.42946133,-31.19791421,-14.69359569,-32.26750183
280,61.25534626731943,-42.36066758139832,-43.429412022370926,-31.19767760966248,-14.693645143934988,-32.16750336
281,61.25369761826124,-42.36195096579,-43.42929543650092,-31.19711817785221,-14.693762075739327,-32.06750107
282,61.25204832837999,-42.36323484902787,-43.42917880531447,-31.19655852859312,-14.693879052994578,-31.96750259
283,61.25039910140161,-42.364518683299245,-43.42906217857626,-31.19599890067869,-14.69399602578839,-31.86750221
284,61.24875071574924,-42.3658018626437,-43.428945611333255,-31.195439558249237,-14.694112938910456,-31.76750183
285,61.24779872,-42.36654294,-43.42887829,-31.19511652,-14.69418046,-31.66750145
286,61.24779872,-42.36654294,-43.42887829,-31.19511652,-14.69418046,-31.56750107
287,61.24779872,-42.36654294,-43.42887829,-31.19511652,-14.69418046,-31.46750259
